Customer ID,final_score,segment,priority,recommended_action,insight
1966,2.8,Regular Customer,Priority 3,General Marketing,This customer is classified as Regular Customer due to Low engagement and Above Average Score value.
1967,3.1999999999999997,Frequent Low Value,Priority 2,Encourage bundle purchases or upsell,This customer is classified as Frequent Low Value due to High engagement and Low Score value.
1968,2.2,Low Engagement,Priority 3,Re-engagement campaigns,This customer is classified as Low Engagement due to Low engagement and Low Score value.
1969,3.1,Regular Customer,Priority 2,General Marketing,This customer is classified as Regular Customer due to High engagement and Average Score value.
1970,2.0,Frequent Low Value,Priority 3,Encourage bundle purchases or upsell,This customer is classified as Frequent Low Value due to High engagement and Low Score value.
1971,3.1999999999999997,Frequent Low Value,Priority 2,Encourage bundle purchases or upsell,This customer is classified as Frequent Low Value due to High engagement and Low Score value.
1972,1.3,Low Engagement,Priority 3,Re-engagement campaigns,This customer is classified as Low Engagement due to Medium engagement and Low Score value.
1973,2.0,Regular Customer,Priority 3,General Marketing,This customer is classified as Regular Customer due to Medium engagement and Average Score value.
1974,1.3,Low Engagement,Priority 3,Re-engagement campaigns,This customer is classified as Low Engagement due to Medium engagement and Low Score value.
1975,2.0,Frequent Low Value,Priority 3,Encourage bundle purchases or upsell,This customer is classified as Frequent Low Value due to High engagement and Low Score value.
1976,2.2,Low Engagement,Priority 3,Re-engagement campaigns,This customer is classified as Low Engagement due to Low engagement and Low Score value.
1977,2.7,Regular Customer,Priority 3,General Marketing,This customer is classified as Regular Customer due to High engagement and Average Score value.
1978,1.7000000000000002,Regular Customer,Priority 3,General Marketing,This customer is classified as Regular Customer due to Low engagement and Average Score value.
1979,2.2,Low Engagement,Priority 3,Re-engagement campaigns,This customer is classified as Low Engagement due to Low engagement and Low Score value.
1980,4.1,High Value Customer,Priority 1,VIP Treatment,This customer is classified as High Value Customer due to High engagement and High Score value.
1981,3.8,Loyal Customer,Priority 1,High-priority retention,This customer is classified as Loyal Customer due to High engagement and Above Average Score value.
1982,3.1,Infrequent Premium,Priority 2,Re-engagement campaigns,This customer is classified as Infrequent Premium due to Low engagement and High Score value.
1983,3.1,Regular Customer,Priority 2,General Marketing,This customer is classified as Regular Customer due to Medium engagement and Above Average Score value.
1984,2.9,Regular Customer,Priority 3,General Marketing,This customer is classified as Regular Customer due to Low engagement and Average Score value.
1985,2.7,Regular Customer,Priority 3,General Marketing,This customer is classified as Regular Customer due to High engagement and Average Score value.
1986,3.1999999999999997,Frequent Low Value,Priority 2,Encourage bundle purchases or upsell,This customer is classified as Frequent Low Value due to High engagement and Low Score value.
1987,1.4000000000000001,Low Engagement,Priority 3,Re-engagement campaigns,This customer is classified as Low Engagement due to Low engagement and Low Score value.
1988,1.0,Low Engagement,Priority 3,Re-engagement campaigns,This customer is classified as Low Engagement due to Low engagement and Low Score value.
1989,3.1,Regular Customer,Priority 2,General Marketing,This customer is classified as Regular Customer due to High engagement and Average Score value.
1990,2.3,Regular Customer,Priority 3,General Marketing,This customer is classified as Regular Customer due to High engagement and Average Score value.
1991,2.9,Regular Customer,Priority 3,General Marketing,This customer is classified as Regular Customer due to Low engagement and Average Score value.
1992,1.3,Low Engagement,Priority 3,Re-engagement campaigns,This customer is classified as Low Engagement due to Medium engagement and Low Score value.
1993,3.5,Regular Customer,Priority 1,General Marketing,This customer is classified as Regular Customer due to Medium engagement and Above Average Score value.
1994,3.5,Regular Customer,Priority 1,General Marketing,This customer is classified as Regular Customer due to High engagement and Average Score value.
1995,3.1,Regular Customer,Priority 2,General Marketing,This customer is classified as Regular Customer due to High engagement and Average Score value.
1996,2.8,Regular Customer,Priority 3,General Marketing,This customer is classified as Regular Customer due to Low engagement and Above Average Score value.
1997,1.3,Low Engagement,Priority 3,Re-engagement campaigns,This customer is classified as Low Engagement due to Medium engagement and Low Score value.
1998,1.5999999999999999,Frequent Low Value,Priority 3,Encourage bundle purchases or upsell,This customer is classified as Frequent Low Value due to High engagement and Low Score value.
1999,1.4000000000000001,Low Engagement,Priority 3,Re-engagement campaigns,This customer is classified as Low Engagement due to Low engagement and Low Score value.
2000,3.1,Regular Customer,Priority 2,General Marketing,This customer is classified as Regular Customer due to Medium engagement and Above Average Score value.
2001,1.5999999999999999,Frequent Low Value,Priority 3,Encourage bundle purchases or upsell,This customer is classified as Frequent Low Value due to High engagement and Low Score value.
2002,2.8,Frequent Low Value,Priority 3,Encourage bundle purchases or upsell,This customer is classified as Frequent Low Value due to High engagement and Low Score value.
2003,2.5,Low Engagement,Priority 3,Re-engagement campaigns,This customer is classified as Low Engagement due to Medium engagement and Low Score value.
2004,2.8,Regular Customer,Priority 3,General Marketing,This customer is classified as Regular Customer due to Low engagement and Above Average Score value.
2005,2.8,Frequent Low Value,Priority 3,Encourage bundle purchases or upsell,This customer is classified as Frequent Low Value due to High engagement and Low Score value.
2006,3.4,Loyal Customer,Priority 2,Retention campaigns,This customer is classified as Loyal Customer due to High engagement and Above Average Score value.
2007,2.5999999999999996,Low Engagement,Priority 3,Re-engagement campaigns,This customer is classified as Low Engagement due to Low engagement and Low Score value.
2008,1.0,Low Engagement,Priority 3,Re-engagement campaigns,This customer is classified as Low Engagement due to Low engagement and Low Score value.
2009,2.0,Regular Customer,Priority 3,General Marketing,This customer is classified as Regular Customer due to Medium engagement and Average Score value.
2010,3.8,Loyal Customer,Priority 1,High-priority retention,This customer is classified as Loyal Customer due to High engagement and Above Average Score value.
2011,1.5999999999999999,Frequent Low Value,Priority 3,Encourage bundle purchases or upsell,This customer is classified as Frequent Low Value due to High engagement and Low Score value.
2012,2.9,Low Engagement,Priority 3,Re-engagement campaigns,This customer is classified as Low Engagement due to Medium engagement and Low Score value.
2013,2.4,Frequent Low Value,Priority 3,Encourage bundle purchases or upsell,This customer is classified as Frequent Low Value due to High engagement and Low Score value.
2014,2.5,Regular Customer,Priority 3,General Marketing,This customer is classified as Regular Customer due to Low engagement and Average Score value.
2015,1.5999999999999999,Frequent Low Value,Priority 3,Encourage bundle purchases or upsell,This customer is classified as Frequent Low Value due to High engagement and Low Score value.
2016,2.8,Frequent Low Value,Priority 3,Encourage bundle purchases or upsell,This customer is classified as Frequent Low Value due to High engagement and Low Score value.
2017,2.0,Frequent Low Value,Priority 3,Encourage bundle purchases or upsell,This customer is classified as Frequent Low Value due to High engagement and Low Score value.
2018,2.0,Regular Customer,Priority 3,General Marketing,This customer is classified as Regular Customer due to Medium engagement and Average Score value.
2019,3.5,Regular Customer,Priority 1,General Marketing,This customer is classified as Regular Customer due to High engagement and Average Score value.
2020,3.1,Regular Customer,Priority 2,General Marketing,This customer is classified as Regular Customer due to High engagement and Average Score value.
2021,1.0,Low Engagement,Priority 3,Re-engagement campaigns,This customer is classified as Low Engagement due to Low engagement and Low Score value.
2022,1.7000000000000002,Regular Customer,Priority 3,General Marketing,This customer is classified as Regular Customer due to Low engagement and Average Score value.
2023,2.0,Frequent Low Value,Priority 3,Encourage bundle purchases or upsell,This customer is classified as Frequent Low Value due to High engagement and Low Score value.
2024,3.1,Regular Customer,Priority 2,General Marketing,This customer is classified as Regular Customer due to High engagement and Average Score value.
2025,1.5999999999999999,Frequent Low Value,Priority 3,Encourage bundle purchases or upsell,This customer is classified as Frequent Low Value due to High engagement and Low Score value.
2026,1.5999999999999999,Frequent Low Value,Priority 3,Encourage bundle purchases or upsell,This customer is classified as Frequent Low Value due to High engagement and Low Score value.
2027,2.0,Regular Customer,Priority 3,General Marketing,This customer is classified as Regular Customer due to Medium engagement and Average Score value.
2028,3.4000000000000004,High Value Customer,Priority 1,VIP Treatment,This customer is classified as High Value Customer due to Medium engagement and High Score value.
2029,2.8,Frequent Low Value,Priority 3,Encourage bundle purchases or upsell,This customer is classified as Frequent Low Value due to High engagement and Low Score value.
2030,1.0,Low Engagement,Priority 3,Re-engagement campaigns,This customer is classified as Low Engagement due to Low engagement and Low Score value.
2031,3.1,Regular Customer,Priority 2,General Marketing,This customer is classified as Regular Customer due to Medium engagement and Above Average Score value.
2032,2.1,Low Engagement,Priority 3,Re-engagement campaigns,This customer is classified as Low Engagement due to Medium engagement and Low Score value.
2033,1.4000000000000001,Low Engagement,Priority 3,Re-engagement campaigns,This customer is classified as Low Engagement due to Low engagement and Low Score value.
2034,2.1,Regular Customer,Priority 3,General Marketing,This customer is classified as Regular Customer due to Low engagement and Average Score value.
2035,1.7,Low Engagement,Priority 3,Re-engagement campaigns,This customer is classified as Low Engagement due to Medium engagement and Low Score value.
2036,3.4,Loyal Customer,Priority 2,Retention campaigns,This customer is classified as Loyal Customer due to High engagement and Above Average Score value.
2037,3.4,Loyal Customer,Priority 2,Retention campaigns,This customer is classified as Loyal Customer due to High engagement and Above Average Score value.
2038,2.8,Frequent Low Value,Priority 3,Encourage bundle purchases or upsell,This customer is classified as Frequent Low Value due to High engagement and Low Score value.
2039,3.4,Loyal Customer,Priority 2,Retention campaigns,This customer is classified as Loyal Customer due to High engagement and Above Average Score value.
2040,2.7,Regular Customer,Priority 3,General Marketing,This customer is classified as Regular Customer due to High engagement and Average Score value.
2041,1.0,Low Engagement,Priority 3,Re-engagement campaigns,This customer is classified as Low Engagement due to Low engagement and Low Score value.
2042,2.0,Frequent Low Value,Priority 3,Encourage bundle purchases or upsell,This customer is classified as Frequent Low Value due to High engagement and Low Score value.
2043,2.4000000000000004,Regular Customer,Priority 3,General Marketing,This customer is classified as Regular Customer due to Medium engagement and Average Score value.
2044,2.3,Regular Customer,Priority 3,General Marketing,This customer is classified as Regular Customer due to High engagement and Average Score value.
2045,2.8,Frequent Low Value,Priority 3,Encourage bundle purchases or upsell,This customer is classified as Frequent Low Value due to High engagement and Low Score value.
2046,1.0,Low Engagement,Priority 3,Re-engagement campaigns,This customer is classified as Low Engagement due to Low engagement and Low Score value.
2047,1.7,Low Engagement,Priority 3,Re-engagement campaigns,This customer is classified as Low Engagement due to Medium engagement and Low Score value.
2048,2.8,Regular Customer,Priority 3,General Marketing,This customer is classified as Regular Customer due to Low engagement and Above Average Score value.
2049,2.8,Regular Customer,Priority 3,General Marketing,This customer is classified as Regular Customer due to Low engagement and Above Average Score value.
2050,1.0,Low Engagement,Priority 3,Re-engagement campaigns,This customer is classified as Low Engagement due to Low engagement and Low Score value.
2051,2.5999999999999996,Low Engagement,Priority 3,Re-engagement campaigns,This customer is classified as Low Engagement due to Low engagement and Low Score value.
2052,3.2,Regular Customer,Priority 2,General Marketing,This customer is classified as Regular Customer due to Medium engagement and Average Score value.
2053,1.7000000000000002,Regular Customer,Priority 3,General Marketing,This customer is classified as Regular Customer due to Low engagement and Average Score value.
2054,2.8,Frequent Low Value,Priority 3,Encourage bundle purchases or upsell,This customer is classified as Frequent Low Value due to High engagement and Low Score value.
2055,1.8000000000000003,Low Engagement,Priority 3,Re-engagement campaigns,This customer is classified as Low Engagement due to Low engagement and Low Score value.
2056,2.0,Frequent Low Value,Priority 3,Encourage bundle purchases or upsell,This customer is classified as Frequent Low Value due to High engagement and Low Score value.
2057,2.0,Regular Customer,Priority 3,General Marketing,This customer is classified as Regular Customer due to Medium engagement and Average Score value.
2058,1.7,Low Engagement,Priority 3,Re-engagement campaigns,This customer is classified as Low Engagement due to Medium engagement and Low Score value.
2059,2.9,Regular Customer,Priority 3,General Marketing,This customer is classified as Regular Customer due to Low engagement and Average Score value.
2060,3.0,Loyal Customer,Priority 3,Retention campaigns,This customer is classified as Loyal Customer due to High engagement and Above Average Score value.
2061,2.5,Regular Customer,Priority 3,General Marketing,This customer is classified as Regular Customer due to Low engagement and Average Score value.
2062,2.5,Regular Customer,Priority 3,General Marketing,This customer is classified as Regular Customer due to Low engagement and Average Score value.
2063,2.2,Low Engagement,Priority 3,Re-engagement campaigns,This customer is classified as Low Engagement due to Low engagement and Low Score value.
2064,3.1,Regular Customer,Priority 2,General Marketing,This customer is classified as Regular Customer due to Medium engagement and Above Average Score value.
2065,2.9,Low Engagement,Priority 3,Re-engagement campaigns,This customer is classified as Low Engagement due to Medium engagement and Low Score value.
2066,2.0,Frequent Low Value,Priority 3,Encourage bundle purchases or upsell,This customer is classified as Frequent Low Value due to High engagement and Low Score value.
2067,3.7,High Value Customer,Priority 1,VIP Treatment,This customer is classified as High Value Customer due to High engagement and High Score value.
2068,1.5999999999999999,Frequent Low Value,Priority 3,Encourage bundle purchases or upsell,This customer is classified as Frequent Low Value due to High engagement and Low Score value.
2069,3.4000000000000004,High Value Customer,Priority 1,VIP Treatment,This customer is classified as High Value Customer due to Medium engagement and High Score value.
2070,2.2,Low Engagement,Priority 3,Re-engagement campaigns,This customer is classified as Low Engagement due to Low engagement and Low Score value.
2071,2.5,Low Engagement,Priority 3,Re-engagement campaigns,This customer is classified as Low Engagement due to Medium engagement and Low Score value.
2072,3.5,Infrequent Premium,Priority 1,Re-engagement campaigns,This customer is classified as Infrequent Premium due to Low engagement and High Score value.
2073,3.1,Regular Customer,Priority 2,General Marketing,This customer is classified as Regular Customer due to High engagement and Average Score value.
2074,1.3,Low Engagement,Priority 3,Re-engagement campaigns,This customer is classified as Low Engagement due to Medium engagement and Low Score value.
2075,3.0,Loyal Customer,Priority 3,Retention campaigns,This customer is classified as Loyal Customer due to High engagement and Above Average Score value.
2076,1.6,Regular Customer,Priority 3,General Marketing,This customer is classified as Regular Customer due to Medium engagement and Average Score value.
2077,1.5999999999999999,Frequent Low Value,Priority 3,Encourage bundle purchases or upsell,This customer is classified as Frequent Low Value due to High engagement and Low Score value.
2078,1.4000000000000001,Low Engagement,Priority 3,Re-engagement campaigns,This customer is classified as Low Engagement due to Low engagement and Low Score value.
2079,2.3,Regular Customer,Priority 3,General Marketing,This customer is classified as Regular Customer due to High engagement and Average Score value.
2080,1.0,Low Engagement,Priority 3,Re-engagement campaigns,This customer is classified as Low Engagement due to Low engagement and Low Score value.
2081,2.0,Frequent Low Value,Priority 3,Encourage bundle purchases or upsell,This customer is classified as Frequent Low Value due to High engagement and Low Score value.
2082,3.7,High Value Customer,Priority 1,VIP Treatment,This customer is classified as High Value Customer due to High engagement and High Score value.
2083,3.1,Regular Customer,Priority 2,General Marketing,This customer is classified as Regular Customer due to Medium engagement and Above Average Score value.
2084,2.7,Regular Customer,Priority 3,General Marketing,This customer is classified as Regular Customer due to High engagement and Average Score value.
2085,3.5,Infrequent Premium,Priority 1,Re-engagement campaigns,This customer is classified as Infrequent Premium due to Low engagement and High Score value.
2086,2.3,Regular Customer,Priority 3,General Marketing,This customer is classified as Regular Customer due to High engagement and Average Score value.
2087,3.4000000000000004,High Value Customer,Priority 1,VIP Treatment,This customer is classified as High Value Customer due to Medium engagement and High Score value.
2088,2.8,Frequent Low Value,Priority 3,Encourage bundle purchases or upsell,This customer is classified as Frequent Low Value due to High engagement and Low Score value.
2089,3.1,Infrequent Premium,Priority 2,Re-engagement campaigns,This customer is classified as Infrequent Premium due to Low engagement and High Score value.
2090,2.7,Regular Customer,Priority 3,General Marketing,This customer is classified as Regular Customer due to Medium engagement and Above Average Score value.
2091,2.8000000000000003,Regular Customer,Priority 3,General Marketing,This customer is classified as Regular Customer due to Medium engagement and Average Score value.
2092,3.1999999999999997,Regular Customer,Priority 2,General Marketing,This customer is classified as Regular Customer due to Low engagement and Above Average Score value.
2093,2.0,Frequent Low Value,Priority 3,Encourage bundle purchases or upsell,This customer is classified as Frequent Low Value due to High engagement and Low Score value.
2094,2.2,Low Engagement,Priority 3,Re-engagement campaigns,This customer is classified as Low Engagement due to Low engagement and Low Score value.
2095,1.0,Low Engagement,Priority 3,Re-engagement campaigns,This customer is classified as Low Engagement due to Low engagement and Low Score value.
2096,2.8,Frequent Low Value,Priority 3,Encourage bundle purchases or upsell,This customer is classified as Frequent Low Value due to High engagement and Low Score value.
2097,2.1,Regular Customer,Priority 3,General Marketing,This customer is classified as Regular Customer due to Low engagement and Average Score value.
2098,2.0,Frequent Low Value,Priority 3,Encourage bundle purchases or upsell,This customer is classified as Frequent Low Value due to High engagement and Low Score value.
2099,1.0,Low Engagement,Priority 3,Re-engagement campaigns,This customer is classified as Low Engagement due to Low engagement and Low Score value.
2100,3.1,Infrequent Premium,Priority 2,Re-engagement campaigns,This customer is classified as Infrequent Premium due to Low engagement and High Score value.
2101,2.0,Frequent Low Value,Priority 3,Encourage bundle purchases or upsell,This customer is classified as Frequent Low Value due to High engagement and Low Score value.
2102,1.5999999999999999,Frequent Low Value,Priority 3,Encourage bundle purchases or upsell,This customer is classified as Frequent Low Value due to High engagement and Low Score value.
2103,1.3,Low Engagement,Priority 3,Re-engagement campaigns,This customer is classified as Low Engagement due to Medium engagement and Low Score value.
2104,3.1,Regular Customer,Priority 2,General Marketing,This customer is classified as Regular Customer due to High engagement and Average Score value.
2105,3.7,High Value Customer,Priority 1,VIP Treatment,This customer is classified as High Value Customer due to High engagement and High Score value.
2106,2.3,Regular Customer,Priority 3,General Marketing,This customer is classified as Regular Customer due to High engagement and Average Score value.
2107,2.0,Regular Customer,Priority 3,General Marketing,This customer is classified as Regular Customer due to Medium engagement and Average Score value.
2108,2.8,Regular Customer,Priority 3,General Marketing,This customer is classified as Regular Customer due to Low engagement and Above Average Score value.
2109,1.4000000000000001,Low Engagement,Priority 3,Re-engagement campaigns,This customer is classified as Low Engagement due to Low engagement and Low Score value.
2110,1.7,Low Engagement,Priority 3,Re-engagement campaigns,This customer is classified as Low Engagement due to Medium engagement and Low Score value.
2111,3.8,High Value Customer,Priority 1,VIP Treatment,This customer is classified as High Value Customer due to Medium engagement and High Score value.
2112,2.2,Low Engagement,Priority 3,Re-engagement campaigns,This customer is classified as Low Engagement due to Low engagement and Low Score value.
2113,2.8,Frequent Low Value,Priority 3,Encourage bundle purchases or upsell,This customer is classified as Frequent Low Value due to High engagement and Low Score value.
2114,1.7,Low Engagement,Priority 3,Re-engagement campaigns,This customer is classified as Low Engagement due to Medium engagement and Low Score value.
2115,1.8000000000000003,Low Engagement,Priority 3,Re-engagement campaigns,This customer is classified as Low Engagement due to Low engagement and Low Score value.
2116,3.1,Regular Customer,Priority 2,General Marketing,This customer is classified as Regular Customer due to High engagement and Average Score value.
2117,1.5999999999999999,Frequent Low Value,Priority 3,Encourage bundle purchases or upsell,This customer is classified as Frequent Low Value due to High engagement and Low Score value.
2118,1.0,Low Engagement,Priority 3,Re-engagement campaigns,This customer is classified as Low Engagement due to Low engagement and Low Score value.
2119,1.4000000000000001,Low Engagement,Priority 3,Re-engagement campaigns,This customer is classified as Low Engagement due to Low engagement and Low Score value.
2120,2.7,Regular Customer,Priority 3,General Marketing,This customer is classified as Regular Customer due to High engagement and Average Score value.
2121,3.5,Infrequent Premium,Priority 1,Re-engagement campaigns,This customer is classified as Infrequent Premium due to Low engagement and High Score value.
2122,2.8000000000000003,Regular Customer,Priority 3,General Marketing,This customer is classified as Regular Customer due to Medium engagement and Average Score value.
2123,2.3,Regular Customer,Priority 3,General Marketing,This customer is classified as Regular Customer due to High engagement and Average Score value.
2124,3.1,Regular Customer,Priority 2,General Marketing,This customer is classified as Regular Customer due to High engagement and Average Score value.
2125,2.5,Regular Customer,Priority 3,General Marketing,This customer is classified as Regular Customer due to Low engagement and Average Score value.
2126,2.8,Regular Customer,Priority 3,General Marketing,This customer is classified as Regular Customer due to Low engagement and Above Average Score value.
2127,1.7,Low Engagement,Priority 3,Re-engagement campaigns,This customer is classified as Low Engagement due to Medium engagement and Low Score value.
2128,2.3,Regular Customer,Priority 3,General Marketing,This customer is classified as Regular Customer due to High engagement and Average Score value.
2129,2.0,Frequent Low Value,Priority 3,Encourage bundle purchases or upsell,This customer is classified as Frequent Low Value due to High engagement and Low Score value.
2130,2.1,Low Engagement,Priority 3,Re-engagement campaigns,This customer is classified as Low Engagement due to Medium engagement and Low Score value.
2131,2.8,Regular Customer,Priority 3,General Marketing,This customer is classified as Regular Customer due to Low engagement and Above Average Score value.
2132,2.4,Frequent Low Value,Priority 3,Encourage bundle purchases or upsell,This customer is classified as Frequent Low Value due to High engagement and Low Score value.
2133,3.1,Regular Customer,Priority 2,General Marketing,This customer is classified as Regular Customer due to High engagement and Average Score value.
2134,1.4000000000000001,Low Engagement,Priority 3,Re-engagement campaigns,This customer is classified as Low Engagement due to Low engagement and Low Score value.
2135,2.3,Regular Customer,Priority 3,General Marketing,This customer is classified as Regular Customer due to High engagement and Average Score value.
2136,2.9,Low Engagement,Priority 3,Re-engagement campaigns,This customer is classified as Low Engagement due to Medium engagement and Low Score value.
2137,3.8,Loyal Customer,Priority 1,High-priority retention,This customer is classified as Loyal Customer due to High engagement and Above Average Score value.
2138,2.1,Low Engagement,Priority 3,Re-engagement campaigns,This customer is classified as Low Engagement due to Medium engagement and Low Score value.
2139,1.7000000000000002,Regular Customer,Priority 3,General Marketing,This customer is classified as Regular Customer due to Low engagement and Average Score value.
2140,3.8,Loyal Customer,Priority 1,High-priority retention,This customer is classified as Loyal Customer due to High engagement and Above Average Score value.
2141,3.7,High Value Customer,Priority 1,VIP Treatment,This customer is classified as High Value Customer due to High engagement and High Score value.
2142,3.1999999999999997,Regular Customer,Priority 2,General Marketing,This customer is classified as Regular Customer due to Low engagement and Above Average Score value.
2143,1.4000000000000001,Low Engagement,Priority 3,Re-engagement campaigns,This customer is classified as Low Engagement due to Low engagement and Low Score value.
2144,3.4,Loyal Customer,Priority 2,Retention campaigns,This customer is classified as Loyal Customer due to High engagement and Above Average Score value.
2145,1.0,Low Engagement,Priority 3,Re-engagement campaigns,This customer is classified as Low Engagement due to Low engagement and Low Score value.
2146,2.8,Regular Customer,Priority 3,General Marketing,This customer is classified as Regular Customer due to Low engagement and Above Average Score value.
2147,1.3,Low Engagement,Priority 3,Re-engagement campaigns,This customer is classified as Low Engagement due to Medium engagement and Low Score value.
2148,2.0,Frequent Low Value,Priority 3,Encourage bundle purchases or upsell,This customer is classified as Frequent Low Value due to High engagement and Low Score value.
2149,2.0,Frequent Low Value,Priority 3,Encourage bundle purchases or upsell,This customer is classified as Frequent Low Value due to High engagement and Low Score value.
2150,1.5999999999999999,Frequent Low Value,Priority 3,Encourage bundle purchases or upsell,This customer is classified as Frequent Low Value due to High engagement and Low Score value.
2151,2.0,Frequent Low Value,Priority 3,Encourage bundle purchases or upsell,This customer is classified as Frequent Low Value due to High engagement and Low Score value.
2152,2.1,Low Engagement,Priority 3,Re-engagement campaigns,This customer is classified as Low Engagement due to Medium engagement and Low Score value.
2153,2.3,Regular Customer,Priority 3,General Marketing,This customer is classified as Regular Customer due to High engagement and Average Score value.
2154,3.1999999999999997,Regular Customer,Priority 2,General Marketing,This customer is classified as Regular Customer due to Low engagement and Above Average Score value.
2155,3.1,Regular Customer,Priority 2,General Marketing,This customer is classified as Regular Customer due to Medium engagement and Above Average Score value.
2156,2.7,Regular Customer,Priority 3,General Marketing,This customer is classified as Regular Customer due to Medium engagement and Above Average Score value.
2157,3.7,High Value Customer,Priority 1,VIP Treatment,This customer is classified as High Value Customer due to High engagement and High Score value.
2158,3.4,Loyal Customer,Priority 2,Retention campaigns,This customer is classified as Loyal Customer due to High engagement and Above Average Score value.
2159,2.8,Frequent Low Value,Priority 3,Encourage bundle purchases or upsell,This customer is classified as Frequent Low Value due to High engagement and Low Score value.
2160,2.1,Regular Customer,Priority 3,General Marketing,This customer is classified as Regular Customer due to Low engagement and Average Score value.
2161,2.5,Regular Customer,Priority 3,General Marketing,This customer is classified as Regular Customer due to Low engagement and Average Score value.
2162,2.8,Frequent Low Value,Priority 3,Encourage bundle purchases or upsell,This customer is classified as Frequent Low Value due to High engagement and Low Score value.
2163,2.3,Regular Customer,Priority 3,General Marketing,This customer is classified as Regular Customer due to High engagement and Average Score value.
2164,3.1,Regular Customer,Priority 2,General Marketing,This customer is classified as Regular Customer due to Medium engagement and Above Average Score value.
2165,1.5999999999999999,Frequent Low Value,Priority 3,Encourage bundle purchases or upsell,This customer is classified as Frequent Low Value due to High engagement and Low Score value.
2166,2.7,Regular Customer,Priority 3,General Marketing,This customer is classified as Regular Customer due to Medium engagement and Above Average Score value.
2167,3.7,High Value Customer,Priority 1,VIP Treatment,This customer is classified as High Value Customer due to High engagement and High Score value.
2168,2.3,Regular Customer,Priority 3,General Marketing,This customer is classified as Regular Customer due to High engagement and Average Score value.
2169,2.8,Regular Customer,Priority 3,General Marketing,This customer is classified as Regular Customer due to Low engagement and Above Average Score value.
2170,2.3,Regular Customer,Priority 3,General Marketing,This customer is classified as Regular Customer due to High engagement and Average Score value.
2171,1.7,Low Engagement,Priority 3,Re-engagement campaigns,This customer is classified as Low Engagement due to Medium engagement and Low Score value.
2172,3.1999999999999997,Frequent Low Value,Priority 2,Encourage bundle purchases or upsell,This customer is classified as Frequent Low Value due to High engagement and Low Score value.
2173,2.8,Frequent Low Value,Priority 3,Encourage bundle purchases or upsell,This customer is classified as Frequent Low Value due to High engagement and Low Score value.
2174,3.5,Infrequent Premium,Priority 1,Re-engagement campaigns,This customer is classified as Infrequent Premium due to Low engagement and High Score value.
2175,1.4000000000000001,Low Engagement,Priority 3,Re-engagement campaigns,This customer is classified as Low Engagement due to Low engagement and Low Score value.
2176,3.0,Loyal Customer,Priority 3,Retention campaigns,This customer is classified as Loyal Customer due to High engagement and Above Average Score value.
2177,3.1,Infrequent Premium,Priority 2,Re-engagement campaigns,This customer is classified as Infrequent Premium due to Low engagement and High Score value.
2178,3.1999999999999997,Frequent Low Value,Priority 2,Encourage bundle purchases or upsell,This customer is classified as Frequent Low Value due to High engagement and Low Score value.
2179,3.1999999999999997,Regular Customer,Priority 2,General Marketing,This customer is classified as Regular Customer due to Low engagement and Above Average Score value.
2180,2.5,Low Engagement,Priority 3,Re-engagement campaigns,This customer is classified as Low Engagement due to Medium engagement and Low Score value.
2181,1.7000000000000002,Regular Customer,Priority 3,General Marketing,This customer is classified as Regular Customer due to Low engagement and Average Score value.
2182,3.1,Regular Customer,Priority 2,General Marketing,This customer is classified as Regular Customer due to High engagement and Average Score value.
2183,3.8,Loyal Customer,Priority 1,High-priority retention,This customer is classified as Loyal Customer due to High engagement and Above Average Score value.
2184,1.7,Low Engagement,Priority 3,Re-engagement campaigns,This customer is classified as Low Engagement due to Medium engagement and Low Score value.
2185,1.7,Low Engagement,Priority 3,Re-engagement campaigns,This customer is classified as Low Engagement due to Medium engagement and Low Score value.
2186,2.0,Regular Customer,Priority 3,General Marketing,This customer is classified as Regular Customer due to Medium engagement and Average Score value.
2187,1.3,Low Engagement,Priority 3,Re-engagement campaigns,This customer is classified as Low Engagement due to Medium engagement and Low Score value.
2188,2.5,Regular Customer,Priority 3,General Marketing,This customer is classified as Regular Customer due to Low engagement and Average Score value.
2189,2.4,Frequent Low Value,Priority 3,Encourage bundle purchases or upsell,This customer is classified as Frequent Low Value due to High engagement and Low Score value.
2190,4.1,High Value Customer,Priority 1,VIP Treatment,This customer is classified as High Value Customer due to High engagement and High Score value.
2191,2.8,Regular Customer,Priority 3,General Marketing,This customer is classified as Regular Customer due to Low engagement and Above Average Score value.
2192,3.4,Loyal Customer,Priority 2,Retention campaigns,This customer is classified as Loyal Customer due to High engagement and Above Average Score value.
2193,1.7,Low Engagement,Priority 3,Re-engagement campaigns,This customer is classified as Low Engagement due to Medium engagement and Low Score value.
2194,2.5,Low Engagement,Priority 3,Re-engagement campaigns,This customer is classified as Low Engagement due to Medium engagement and Low Score value.
2195,1.2999999999999998,Regular Customer,Priority 3,General Marketing,This customer is classified as Regular Customer due to Low engagement and Average Score value.
2196,2.5,Low Engagement,Priority 3,Re-engagement campaigns,This customer is classified as Low Engagement due to Medium engagement and Low Score value.
2197,2.7,Regular Customer,Priority 3,General Marketing,This customer is classified as Regular Customer due to High engagement and Average Score value.
2198,3.4000000000000004,High Value Customer,Priority 1,VIP Treatment,This customer is classified as High Value Customer due to Medium engagement and High Score value.
